,customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy_level,renew_offer_type,sales_channel,vehicle_class,vehicle_size,number_of_open_complaints,number_of_policies
6686,ZV43428,Arizona,Yes,Extended,Bachelor,2011-01-20,Employed,F,Urban,Divorced,Special Auto,3,Offer2,Web,Four-Door Car,Medsize,0,2
6687,NK53911,California,No,Extended,High School or Below,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Web,Two-Door Car,Medsize,0,3
6688,BG73480,Oregon,No,Extended,High School or Below,2011-01-05,Employed,F,Rural,Single,Corporate Auto,2,Offer1,Agent,SUV,Medsize,0,1
6689,VY58444,Nevada,No,Basic,College,2011-01-19,Employed,F,Urban,Married,Personal Auto,3,Offer1,Agent,SUV,Small,0,1
6690,SJ15498,Oregon,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Corporate Auto,2,Offer1,Agent,Two-Door Car,Medsize,0,7
6691,ZB71094,Oregon,No,Extended,Bachelor,2011-01-25,Medical Leave,M,Suburban,Married,Corporate Auto,1,Offer2,Agent,Four-Door Car,Medsize,0,1
6692,UI99818,Oregon,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Personal Auto,2,Offer2,Branch,SUV,Large,0,1
6693,WS24655,Oregon,No,Premium,College,2011-02-10,Employed,F,Suburban,Single,Personal Auto,3,Offer1,Call Center,SUV,Medsize,1,2
6694,LZ98947,Nevada,No,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Branch,SUV,Medsize,2,2
6695,IC94523,California,Yes,Basic,College,2011-01-26,Medical Leave,F,Suburban,Married,Personal Auto,2,Offer1,Branch,Sports Car,Large,0,2
6696,TK59338,Arizona,No,Basic,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Agent,SUV,Medsize,0,2
6697,BV36386,California,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,1,1
6698,QT63794,California,No,Basic,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal Auto,3,Offer4,Branch,SUV,Medsize,0,4
6699,LF36128,California,No,Basic,College,2011-02-03,Employed,F,Rural,Single,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,2
6700,JK53304,California,No,Extended,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Call Center,Four-Door Car,Medsize,1,3
6701,HU76577,California,No,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,1,Offer1,Agent,SUV,Medsize,0,1
6702,JG81480,Oregon,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal Auto,2,Offer4,Call Center,Four-Door Car,Medsize,0,2
6703,CC88237,California,No,Basic,High School or Below,2011-01-24,Employed,M,Suburban,Single,Personal Auto,3,Offer3,Web,Two-Door Car,Small,0,4
6704,OV64984,Arizona,No,Basic,Bachelor,2011-02-09,Employed,M,Rural,Married,Personal Auto,2,Offer2,Branch,Two-Door Car,Medsize,0,6
6705,VG45203,Nevada,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,2,Offer1,Agent,Four-Door Car,Large,3,2
6706,YQ42353,Oregon,No,Basic,Doctor,2011-02-02,Employed,M,Rural,Single,Personal Auto,2,Offer1,Branch,Four-Door Car,Medsize,1,5
6707,AP46166,California,No,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,3,Offer3,Call Center,Two-Door Car,Small,1,8
6708,UI36374,Oregon,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Corporate Auto,2,Offer2,Agent,SUV,Medsize,0,1
6709,ZR76229,Arizona,No,Extended,College,2011-01-04,Employed,F,Urban,Married,Corporate Auto,3,Offer2,Web,Two-Door Car,Small,0,1
6710,ZD65365,Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
6711,XI84293,Oregon,No,Basic,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,3,Offer3,Call Center,Two-Door Car,Large,3,1
6712,MT97446,California,No,Basic,Master,2011-02-13,Employed,F,Urban,Married,Corporate Auto,1,Offer1,Agent,Two-Door Car,Medsize,0,1
6713,GM48223,Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Married,Personal Auto,1,Offer3,Agent,Four-Door Car,Medsize,0,5
6714,YQ42614,Washington,No,Basic,High School or Below,2011-02-23,Employed,M,Suburban,Divorced,Personal Auto,2,Offer2,Agent,Two-Door Car,Small,0,1
6715,ZK56389,Arizona,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Special Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,1
6716,MK19833,Arizona,No,Basic,College,2011-02-07,Disabled,M,Suburban,Married,Corporate Auto,3,Offer4,Web,Two-Door Car,Medsize,0,4
6717,TO12347,California,No,Basic,Bachelor,2011-02-05,Disabled,M,Suburban,Divorced,Personal Auto,2,Offer3,Call Center,Four-Door Car,Small,0,3
6718,KE63160,Oregon,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,9
6719,SR49919,Arizona,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,2
6720,CI38171,Washington,No,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal Auto,3,Offer1,Call Center,Luxury SUV,Medsize,2,5
6721,VK42108,Washington,No,Basic,Bachelor,2011-01-17,Employed,F,Suburban,Single,Corporate Auto,3,Offer1,Web,SUV,Medsize,0,2
6722,NB86692,Nevada,No,Basic,College,2011-01-02,Employed,F,Urban,Married,Personal Auto,3,Offer4,Web,Four-Door Car,Medsize,0,1
6723,YN15967,California,No,Extended,College,2011-01-11,Employed,M,Urban,Single,Corporate Auto,2,Offer1,Branch,Two-Door Car,Small,0,3
6724,KU56071,Oregon,No,Basic,College,2011-02-20,Employed,F,Urban,Married,Personal Auto,1,Offer2,Call Center,Two-Door Car,Medsize,0,6
6725,LN47910,Arizona,No,Premium,College,2011-01-03,Employed,F,Suburban,Married,Personal Auto,1,Offer3,Agent,Four-Door Car,Medsize,0,1
6726,CY80935,Oregon,No,Extended,High School or Below,2011-02-11,Employed,M,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,2
6727,SA84892,California,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,3,Offer2,Agent,SUV,Medsize,0,1
6728,LY93301,Oregon,No,Basic,Bachelor,2011-02-03,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer3,Agent,Two-Door Car,Medsize,0,2
6729,FG63647,Nevada,No,Premium,Bachelor,2011-01-25,Unemployed,M,Suburban,Married,Personal Auto,1,Offer2,Agent,Four-Door Car,Medsize,0,2
6730,VX79712,Washington,No,Extended,Doctor,2011-02-20,Employed,M,Suburban,Married,Personal Auto,3,Offer4,Branch,Two-Door Car,Medsize,1,7
6731,UH59257,Washington,No,Extended,Doctor,2011-02-14,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,2,4
6732,ME84824,Arizona,Yes,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Branch,Sports Car,Medsize,0,1
6733,ZR68364,California,No,Extended,College,2011-02-10,Employed,M,Suburban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Medsize,0,2
6734,WQ25142,California,No,Extended,Bachelor,2011-02-18,Disabled,M,Suburban,Married,Corporate Auto,3,Offer3,Call Center,Four-Door Car,Medsize,0,2
6735,OW84481,Nevada,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,4,1
6736,FU77365,California,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Web,SUV,Medsize,2,7
6737,MR46875,Washington,No,Basic,Master,2011-01-13,Employed,M,Urban,Divorced,Corporate Auto,2,Offer3,Call Center,Four-Door Car,Medsize,0,8
6738,PT46181,California,No,Basic,College,2011-01-26,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
6739,LT41574,Oregon,No,Basic,Bachelor,2011-01-18,Employed,F,Suburban,Married,Special Auto,2,Offer1,Web,Four-Door Car,Medsize,2,1
6740,WX16395,California,Yes,Extended,College,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,1,Offer2,Agent,SUV,Medsize,0,1
6741,HD82971,Arizona,No,Extended,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,1,Offer3,Agent,Four-Door Car,Medsize,0,1
6742,ZC17276,California,No,Premium,Master,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,5
6743,OR27665,Washington,No,Basic,Bachelor,2011-01-29,Unemployed,F,Rural,Married,Personal Auto,1,Offer1,Branch,Two-Door Car,Medsize,0,9
6744,VO75043,Oregon,No,Extended,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Personal Auto,3,Offer4,Agent,Four-Door Car,Medsize,0,5
6745,LZ78622,California,No,Extended,High School or Below,2011-01-09,Employed,M,Suburban,Married,Special Auto,3,Offer2,Call Center,Four-Door Car,Medsize,1,8
6746,PK24825,Oregon,No,Extended,College,2011-02-15,Unemployed,F,Suburban,Single,Corporate Auto,1,Offer3,Call Center,Four-Door Car,Large,0,1
6747,HG93801,Arizona,No,Extended,High School or Below,2011-01-02,Employed,M,Urban,Married,Corporate Auto,3,Offer2,Branch,SUV,Large,0,1
6748,PJ36749,Washington,Yes,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal Auto,2,Offer1,Branch,SUV,Medsize,0,1
6749,IJ33473,California,No,Basic,Bachelor,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,3,Offer3,Call Center,Two-Door Car,Medsize,2,2
6750,CH96412,Oregon,No,Basic,Doctor,2011-01-28,Employed,F,Rural,Married,Personal Auto,1,Offer1,Call Center,Four-Door Car,Large,3,6
6751,PR74833,Oregon,No,Extended,Bachelor,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Agent,Two-Door Car,Medsize,1,4
6752,ZS36394,California,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,1,Offer1,Call Center,Four-Door Car,Medsize,0,5
6753,DP50922,California,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Web,Sports Car,Medsize,0,2
6754,VY23882,Arizona,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Medsize,0,9
6755,UH62357,Washington,No,Basic,High School or Below,2011-01-28,Unemployed,F,Suburban,Divorced,Personal Auto,3,Offer1,Branch,SUV,Medsize,1,1
6756,BG74433,Oregon,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate Auto,1,Offer2,Call Center,Four-Door Car,Medsize,0,1
6757,TI19394,Oregon,No,Basic,College,2011-02-24,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Small,0,1
6758,AQ91207,California,No,Basic,High School or Below,2011-02-11,Employed,M,Urban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
6759,QL46987,Oregon,No,Premium,Bachelor,2011-01-08,Employed,F,Rural,Divorced,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,8
6760,BS34332,Oregon,No,Basic,High School or Below,2011-01-30,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Web,Two-Door Car,Medsize,0,5
6761,IJ26642,Nevada,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,1,3
6762,XS36281,Washington,No,Extended,College,2011-01-29,Employed,F,Urban,Single,Personal Auto,3,Offer1,Branch,Sports Car,Medsize,1,1
6763,SR47878,California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,3
6764,HG53255,Nevada,No,Extended,College,2011-02-25,Employed,M,Urban,Single,Personal Auto,3,Offer4,Call Center,Two-Door Car,Medsize,0,2
6765,QV65644,Oregon,No,Extended,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,5
6766,ZW76597,California,No,Basic,Bachelor,2011-02-14,Retired,F,Suburban,Married,Corporate Auto,3,Offer1,Branch,Four-Door Car,Small,1,3
6767,SM80235,Oregon,No,Basic,High School or Below,2011-01-29,Employed,M,Suburban,Single,Personal Auto,2,Offer2,Call Center,Four-Door Car,Small,0,1
6768,FE24232,Nevada,No,Extended,High School or Below,2011-01-17,Unemployed,F,Suburban,Married,Corporate Auto,1,Offer2,Web,Sports Car,Medsize,0,1
6769,BY78730,Oregon,Yes,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Special Auto,2,Offer1,Agent,SUV,Small,0,7
6770,CR40615,Arizona,No,Extended,Bachelor,2011-01-02,Disabled,M,Suburban,Single,Personal Auto,2,Offer1,Web,Four-Door Car,Medsize,0,1
6771,WL24392,Arizona,No,Basic,Bachelor,2011-02-01,Employed,M,Rural,Married,Personal Auto,1,Offer1,Agent,Four-Door Car,Medsize,0,3
6772,MZ81826,Arizona,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Personal Auto,1,Offer2,Web,Four-Door Car,Large,0,9
6773,EO99750,Nevada,No,Premium,Master,2011-02-25,Employed,F,Rural,Married,Personal Auto,3,Offer3,Web,Sports Car,Small,0,1
6774,HF82396,Oregon,No,Basic,High School or Below,2011-01-17,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Branch,Two-Door Car,Small,0,2
6775,DH68319,Oregon,No,Basic,College,2011-01-01,Employed,F,Suburban,Married,Personal Auto,1,Offer1,Branch,Two-Door Car,Large,0,1
6776,EG12987,California,No,Basic,Bachelor,2011-02-11,Unemployed,F,Rural,Married,Personal Auto,2,Offer3,Branch,Two-Door Car,Large,0,6
6777,ZU71467,Arizona,No,Basic,Bachelor,2011-01-10,Employed,M,Urban,Married,Corporate Auto,3,Offer4,Web,Two-Door Car,Medsize,2,6
6778,AD95939,California,No,Extended,Bachelor,2011-01-17,Employed,M,Suburban,Single,Personal Auto,1,Offer4,Web,Luxury Car,Medsize,0,2
6779,TB71474,Nevada,No,Extended,College,2011-01-18,Employed,F,Rural,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,1
6780,WN76039,Nevada,No,Basic,Bachelor,2011-01-16,Unemployed,F,Suburban,Single,Special Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
6781,HI16472,Arizona,No,Basic,College,2011-02-15,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,9
6782,VG43444,Oregon,No,Extended,Bachelor,2011-02-01,Employed,M,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Large,0,1
6783,QI11566,Oregon,No,Basic,Bachelor,2011-02-28,Disabled,F,Suburban,Married,Corporate Auto,2,Offer2,Branch,Two-Door Car,Small,0,1
6784,JM98365,Nevada,No,Basic,Doctor,2011-01-23,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Web,Four-Door Car,Medsize,0,6
6785,CP67787,California,No,Extended,Bachelor,2011-02-02,Unemployed,F,Suburban,Divorced,Personal Auto,1,Offer2,Agent,Four-Door Car,Medsize,0,2
6786,LM83004,Arizona,No,Basic,High School or Below,2011-01-27,Disabled,M,Suburban,Married,Personal Auto,3,Offer4,Branch,Four-Door Car,Medsize,0,2
6787,JM77470,Arizona,No,Basic,College,2011-01-19,Unemployed,F,Suburban,Divorced,Corporate Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,1
6788,WI47826,Oregon,No,Basic,College,2011-02-17,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,3
6789,GE39783,Oregon,No,Basic,College,2011-01-04,Employed,F,Suburban,Married,Personal Auto,1,Offer1,Agent,Four-Door Car,Medsize,0,7
6790,JN96178,Oregon,No,Basic,High School or Below,2011-02-09,Unemployed,M,Suburban,Married,Personal Auto,2,Offer2,Agent,SUV,Large,1,1
6791,KH41809,California,No,Basic,College,2011-01-29,Employed,F,Urban,Married,Personal Auto,1,Offer4,Branch,Two-Door Car,Medsize,5,1
6792,KX86150,California,No,Extended,High School or Below,2011-01-29,Medical Leave,M,Suburban,Married,Personal Auto,3,Offer1,Web,Four-Door Car,Small,0,8
6793,GX33877,Arizona,No,Extended,Bachelor,2011-02-22,Employed,F,Suburban,Married,Personal Auto,2,Offer2,Agent,Two-Door Car,Small,0,2
6794,IQ15028,Arizona,No,Basic,Bachelor,2011-01-05,Medical Leave,F,Suburban,Married,Personal Auto,2,Offer3,Branch,Four-Door Car,Large,2,1
6795,WE11250,Washington,No,Basic,College,2011-02-06,Employed,F,Rural,Married,Corporate Auto,3,Offer1,Agent,SUV,Large,0,2
6796,OX61728,California,No,Basic,High School or Below,2011-02-02,Employed,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,Sports Car,Medsize,0,2
6797,VW39046,Nevada,Yes,Basic,College,2011-01-20,Retired,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Sports Car,Medsize,0,1
6798,VE52406,California,Yes,Basic,High School or Below,2011-01-15,Employed,M,Rural,Married,Corporate Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,1
6799,KQ30179,California,No,Basic,Bachelor,2011-01-10,Employed,M,Rural,Married,Personal Auto,2,Offer2,Call Center,Two-Door Car,Medsize,2,1
6800,KH58171,California,Yes,Basic,Master,2011-01-19,Employed,M,Suburban,Married,Personal Auto,3,Offer3,Web,Two-Door Car,Small,0,1
6801,CA58346,Oregon,No,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Single,Corporate Auto,2,Offer3,Call Center,Four-Door Car,Medsize,0,7
6802,ZU76536,California,No,Extended,High School or Below,2011-01-30,Employed,F,Rural,Married,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,3
6803,UN69319,Arizona,No,Basic,Master,2011-02-17,Employed,M,Rural,Single,Corporate Auto,3,Offer3,Call Center,SUV,Medsize,0,8
6804,MG66142,Oregon,No,Extended,Bachelor,2011-02-19,Unemployed,F,Suburban,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Small,0,2
6805,MV97958,Arizona,No,Basic,Bachelor,2011-01-23,Employed,F,Rural,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
6806,AG58599,Oregon,No,Basic,High School or Below,2011-01-29,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Web,Four-Door Car,Medsize,0,1
6807,UG35090,California,No,Extended,College,2011-02-14,Employed,F,Rural,Single,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,3,9
6808,IX85835,Nevada,Yes,Basic,Bachelor,2011-01-21,Employed,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Two-Door Car,Medsize,0,8
6809,FP67680,California,No,Extended,High School or Below,2011-01-20,Medical Leave,M,Suburban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,1
6810,WY21918,Washington,No,Extended,College,2011-02-23,Employed,F,Suburban,Single,Personal Auto,3,Offer4,Branch,Four-Door Car,Medsize,0,1
6811,PM92089,Oregon,No,Extended,High School or Below,2011-01-03,Unemployed,F,Suburban,Single,Corporate Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,1
6812,AY59197,Nevada,No,Extended,College,2011-01-24,Employed,M,Rural,Married,Special Auto,3,Offer4,Agent,SUV,Small,0,6
6813,VI14418,California,No,Premium,Bachelor,2011-02-09,Medical Leave,M,Suburban,Divorced,Special Auto,3,Offer3,Web,Four-Door Car,Medsize,0,8
6814,QI60335,Nevada,No,Basic,College,2011-01-12,Unemployed,F,Suburban,Single,Personal Auto,1,Offer3,Branch,Four-Door Car,Medsize,0,2
6815,BS87947,California,No,Extended,Bachelor,2011-01-07,Employed,F,Suburban,Married,Personal Auto,1,Offer2,Web,Four-Door Car,Medsize,0,1
6816,DW88734,California,No,Basic,Bachelor,2011-01-12,Employed,M,Suburban,Married,Corporate Auto,2,Offer2,Call Center,Two-Door Car,Small,0,1
6817,BU72633,Nevada,No,Basic,Master,2011-01-10,Employed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,2
6818,VK94891,Nevada,No,Basic,High School or Below,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Web,Two-Door Car,Medsize,0,1
6819,VE75717,Nevada,No,Extended,High School or Below,2011-02-20,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Web,SUV,Large,0,1
6820,JG16015,Washington,No,Extended,College,2011-02-19,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Branch,SUV,Medsize,0,1
6821,CD68182,Oregon,No,Extended,College,2011-01-18,Employed,F,Urban,Married,Personal Auto,1,Offer1,Agent,Two-Door Car,Medsize,0,1
6822,WM64930,Oregon,No,Premium,College,2011-02-08,Medical Leave,M,Suburban,Married,Corporate Auto,2,Offer2,Call Center,SUV,Medsize,2,1
6823,BJ82316,Oregon,Yes,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Single,Corporate Auto,1,Offer1,Call Center,SUV,Medsize,0,2
6824,XB61209,Arizona,No,Extended,College,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Small,0,1
6825,AT26484,Nevada,No,Premium,College,2011-01-16,Employed,M,Suburban,Married,Special Auto,2,Offer2,Web,Four-Door Car,Small,5,1
6826,IW21434,Oregon,No,Basic,Bachelor,2011-02-12,Employed,F,Urban,Single,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
6827,CP74755,Oregon,No,Basic,College,2011-01-22,Employed,F,Suburban,Divorced,Corporate Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,1
6828,IV13886,California,No,Basic,High School or Below,2011-02-09,Unemployed,M,Suburban,Married,Personal Auto,3,Offer1,Branch,Two-Door Car,Medsize,0,2
6829,SW42446,California,No,Extended,College,2011-02-14,Employed,F,Urban,Married,Corporate Auto,3,Offer1,Agent,Sports Car,Small,0,3
6830,RO16377,Oregon,No,Basic,High School or Below,2011-02-19,Employed,M,Suburban,Married,Personal Auto,1,Offer3,Branch,Luxury SUV,Medsize,0,2
6831,CE46475,California,Yes,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Corporate Auto,2,Offer2,Web,Four-Door Car,Large,0,9
6832,HE60335,Washington,Yes,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Married,Corporate Auto,1,Offer2,Agent,Four-Door Car,Small,0,1
6833,RI69055,California,No,Basic,High School or Below,2011-01-29,Employed,F,Rural,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Medsize,0,2
6834,VD96075,Oregon,No,Premium,Bachelor,2011-01-20,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,1,1
6835,VI55112,Oregon,No,Basic,College,2011-02-02,Employed,M,Urban,Single,Corporate Auto,1,Offer3,Agent,Four-Door Car,Medsize,0,2
6836,VZ18907,Oregon,No,Basic,College,2011-01-12,Employed,F,Rural,Married,Personal Auto,3,Offer2,Branch,SUV,Large,0,2
6837,BA49679,Arizona,No,Basic,Bachelor,2011-01-14,Employed,F,Suburban,Divorced,Personal Auto,2,Offer3,Branch,Two-Door Car,Medsize,1,2
6838,LK39646,Washington,No,Basic,Bachelor,2011-02-28,Employed,F,Urban,Single,Corporate Auto,1,Offer3,Call Center,Two-Door Car,Large,0,2
6839,VI66860,Nevada,Yes,Extended,Master,2011-01-10,Employed,F,Rural,Married,Corporate Auto,3,Offer1,Branch,Four-Door Car,Large,0,1
6840,RP14593,Oregon,No,Basic,Bachelor,2011-01-19,Unemployed,F,Suburban,Single,Personal Auto,2,Offer3,Web,SUV,Small,0,1
6841,FP34904,Oregon,No,Basic,College,2011-01-08,Employed,M,Suburban,Married,Corporate Auto,1,Offer2,Web,Four-Door Car,Medsize,0,1
6842,FG15434,Arizona,No,Basic,Master,2011-01-18,Employed,F,Rural,Married,Personal Auto,2,Offer1,Web,Two-Door Car,Medsize,0,5
6843,TP12436,Oregon,No,Basic,Master,2011-02-02,Unemployed,F,Suburban,Divorced,Personal Auto,2,Offer2,Agent,Four-Door Car,Large,0,4
6844,KD93234,Oregon,No,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Married,Corporate Auto,3,Offer4,Agent,Four-Door Car,Small,0,7
6845,GE20220,Oregon,No,Extended,Bachelor,2011-02-25,Employed,F,Rural,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,7
6846,RA98783,Arizona,Yes,Extended,Bachelor,2011-01-20,Employed,F,Urban,Divorced,Corporate Auto,3,Offer2,Web,Four-Door Car,Medsize,0,2
6847,DW71192,Oregon,No,Extended,High School or Below,2011-01-21,Employed,M,Suburban,Divorced,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,3,7
6848,WD84153,California,Yes,Basic,Bachelor,2011-01-29,Retired,F,Suburban,Single,Corporate Auto,1,Offer1,Branch,Four-Door Car,Medsize,1,1
6849,ZM75468,Nevada,No,Extended,College,2011-01-31,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Small,0,2
6850,PZ75671,Oregon,No,Extended,College,2011-01-28,Unemployed,F,Suburban,Married,Personal Auto,1,Offer1,Web,Four-Door Car,Medsize,0,3
6851,ME80331,California,No,Extended,High School or Below,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Call Center,SUV,Medsize,0,4
6852,YA78391,Oregon,No,Extended,High School or Below,2011-02-13,Unemployed,M,Suburban,Married,Personal Auto,2,Offer3,Agent,Four-Door Car,Medsize,0,5
6853,WU76366,Arizona,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Small,0,3
6854,HB35022,Oregon,No,Extended,Doctor,2011-01-03,Unemployed,M,Suburban,Married,Special Auto,2,Offer1,Agent,Sports Car,Medsize,0,2
6855,AM17304,Arizona,No,Extended,Master,2011-02-23,Employed,F,Suburban,Single,Personal Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,3
6856,AD56037,Arizona,No,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal Auto,1,Offer4,Agent,SUV,Medsize,0,1
6857,IJ74908,Nevada,No,Premium,Bachelor,2011-02-04,Employed,M,Rural,Divorced,Personal Auto,3,Offer1,Call Center,SUV,Medsize,1,3
6858,DH93217,California,No,Extended,Master,2011-02-23,Employed,F,Suburban,Single,Personal Auto,3,Offer3,Call Center,Two-Door Car,Small,0,2
6859,WH48955,Oregon,No,Basic,Master,2011-01-27,Employed,F,Suburban,Married,Personal Auto,1,Offer1,Branch,Two-Door Car,Medsize,0,2
6860,RU76604,Arizona,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Medsize,0,1
6861,NE52009,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,1,Offer3,Branch,Sports Car,Small,0,2
6862,FP66510,Washington,No,Basic,High School or Below,2011-01-28,Employed,F,Urban,Married,Corporate Auto,1,Offer1,Agent,SUV,Medsize,0,4
